	domain	phylum	order	class	family	genus	quality
279	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
280	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|86
281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|99
282	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	|99
283	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	|100
284	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
285	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|93
286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|97
287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	|74
288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
289	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|99
290	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	|100
291	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
292	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|100
293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	|100
294	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
295	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|99
296	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
297	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Finegoldia	|100
298	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	|99
299	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
300	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|71
301	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	|100
302	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|89
303	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
304	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|70
305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
306	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	unclassified	|97
307	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
308	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
309	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|98
310	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Anaerovorax	|90
311	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|88
312	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
313	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|77
314	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|93
315	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
316	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	|100
317	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|94
318	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	|100
319	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	|78
320	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	|100
321	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	|100
322	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	|100
323	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
324	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	|100
325	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	|100
326	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
327	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|97
328	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|97
329	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|77
330	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|84
331	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	|100
332	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	|100
333	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Gordonibacter	|89
334	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
335	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
336	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
337	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	|100
338	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	|100
339	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	|100
340	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
341	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	|100
342	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Parasutterella	|100
343	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
344	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|72
345	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
346	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	unclassified	|98
347	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	|96
348	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	|82
349	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
350	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerosphaera	|98
351	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
352	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	|97
353	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|71
354	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
355	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	|100
356	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|99
357	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|98
358	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
359	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	|100
360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
361	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
362	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
363	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	|99
364	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
365	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
366	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|100
367	Bacteria	Firmicutes	Clostridia	Clostridiales	vadinBB60	unclassified	|98
368	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified	|77
369	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unclassified	unclassified	|100
370	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	|100
371	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified	|80
372	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|100
373	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|96
374	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
375	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Finegoldia	|100
376	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|100
377	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
378	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
379	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|79
380	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	|85
381	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	|100
382	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	|100
383	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	|100
384	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
385	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	|100
386	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	|100
387	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|97
388	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella	|100
389	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	|100
390	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	|100
392	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|95
393	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|95
394	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|80
395	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|74
396	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|97
397	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|100
398	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|98
399	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|100
400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|98
401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|99
403	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Anaerovorax	|70
404	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
405	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|100
406	Bacteria	Tenericutes	Mollicutes	NB1-n	unclassified	unclassified	|81
407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	|99
408	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RC9_gut_group	|95
409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
410	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	|70
411	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	|100
412	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter	|86
413	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Parvimonas	|100
414	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	|100
415	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	|99
416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|98
417	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	|100
418	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|88
419	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|96
420	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	|100
421	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	|100
422	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|100
423	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
424	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	|91
425	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	|100
426	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|100
427	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|79
428	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|99
429	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|100
430	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|98
431	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	|100
432	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
433	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	|95
434	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
435	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|73
436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|98
437	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|96
438	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
439	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	|73
440	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	|100
441	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|100
442	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|95
443	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	|99
444	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|100
445	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|85
446	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	|87
447	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS13	|97
448	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|81
449	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	|100
450	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|97
451	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	|92
452	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	|72
453	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|98
454	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|79
455	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	|100
456	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	|100
457	unknown	unclassified	unclassified	unclassified	unclassified	unclassified	|0
458	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	|100
459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified	|71
460	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|82
461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RC9_gut_group	|100
462	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	|100
463	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	|100
464	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|76
465	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|71
466	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	|100
467	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|94
469	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|75
470	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
471	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
472	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|99
473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|92
474	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum	|100
475	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
476	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unclassified	unclassified	|100
477	Bacteria	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	|99
478	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|94
479	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|85
480	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	|100
482	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|100
483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	|79
484	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	|100
485	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	|95
486	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	|100
487	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|100
488	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	|83
489	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|88
490	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paenalcaligenes	|100
491	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|98
492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
493	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|99
494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
495	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Finegoldia	|100
496	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified	|77
497	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|77
498	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	|89
500	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|98
501	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|100
502	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|77
503	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|99
504	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|86
506	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|83
507	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|96
508	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
509	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
510	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|92
511	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	|96
512	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|95
513	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	|100
514	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	unclassified	|89
515	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|98
516	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	|99
517	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|84
518	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus	|99
519	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|86
520	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|98
521	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|99
522	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	|100
523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	|100
524	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	|99
525	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	|100
526	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	|100
527	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	|100
528	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	|94
529	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
530	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Coprobacter	|100
531	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|100
532	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|79
533	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
534	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|100
535	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
536	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
537	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|100
538	Bacteria	Actinobacteria	unclassified	unclassified	unclassified	unclassified	|70
539	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	unclassified	|100
540	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
541	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|92
542	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	|95
543	Bacteria	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	|100
544	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
545	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	|100
546	Bacteria	Firmicutes	Clostridia	Clostridiales	vadinBB60	unclassified	|97
547	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|100
548	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus	|100
551	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	|96
552	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	|78
553	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	|100
554	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	|100
555	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	|100
556	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	|100
557	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	|100
559	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|86
560	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|79
561	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	|89
562	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|96
563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|90
564	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	|71
565	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|100
566	Bacteria	Firmicutes	Clostridia	Clostridiales	vadinBB60	unclassified	|92
567	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Peptoniphilus	|100
568	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	|100
569	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
